study_accession	secondary_study_accession	sample_accession	secondary_sample_accession	experiment_accession	run_accession	submission_accession	tax_id	scientific_name	instrument_platform	instrument_model	library_name	nominal_length	library_layout	library_strategy	library_source	library_selection	read_count	base_count	center_name	first_public	last_updated	experiment_title	study_title	study_alias	experiment_alias	run_alias	fastq_bytes	fastq_md5	fastq_ftp	fastq_aspera	fastq_galaxy	submitted_bytes	submitted_md5	submitted_ftp	submitted_aspera	submitted_galaxy	submitted_format	sra_bytes	sra_md5	sra_ftp	sra_aspera	sra_galaxy	cram_index_ftp	cram_index_aspera	cram_index_galaxy	sample_alias	broker_name	sample_title	nominal_sdev	first_created
PRJEB11202	ERP012552	SAMEA3582209	ERS889358	ERX1122320	ERR1042838	ERA510323	9606	Homo sapiens	ILLUMINA	Illumina HiSeq 2000	E7.9.537		SINGLE	RNA-Seq	TRANSCRIPTOMIC	RANDOM	9232282	396988126	Department of Cell and Molecular Biology, Karolinska Institutet	2016-04-06	2018-11-16	Illumina HiSeq 2000 sequencing; Single-cell RNA-seq reveal lineage formation and X-chromosome dosage compensation in human preimplantation embryos	Single-cell RNA-seq reveal lineage formation and X-chromosome dosage compensation in human preimplantation embryos	E-MTAB-3929	E-MTAB-3929:E7.9.537	E-MTAB-3929:E7.9.537	373421605	4aa3617848f08ac940c006c3db244b61	ftp.sra.ebi.ac.uk/vol1/fastq/ERR104/008/ERR1042838/ERR1042838.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR104/008/ERR1042838/ERR1042838.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR104/008/ERR1042838/ERR1042838.fastq.gz	336770738	dbc37109078d9ebe7547067ff9607222	ftp.sra.ebi.ac.uk/vol1/run/ERR104/ERR1042838/E7.9.537.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR104/ERR1042838/E7.9.537.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR104/ERR1042838/E7.9.537.fastq.gz	FASTQ	441802354	45af5860246f53f3cd2afee04a6c63da	ftp.sra.ebi.ac.uk/vol1/err/ERR104/008/ERR1042838	fasp.sra.ebi.ac.uk:/vol1/err/ERR104/008/ERR1042838	ftp.sra.ebi.ac.uk/vol1/err/ERR104/008/ERR1042838				E-MTAB-3929:E7.9.537	ArrayExpress	E7.9.537		2015-10-02
PRJEB11202	ERP012552	SAMEA3582210	ERS889359	ERX1122321	ERR1042839	ERA510323	9606	Homo sapiens	ILLUMINA	Illumina HiSeq 2000	E7.9.538		SINGLE	RNA-Seq	TRANSCRIPTOMIC	RANDOM	6180910	265779130	Department of Cell and Molecular Biology, Karolinska Institutet	2016-04-06	2018-11-16	Illumina HiSeq 2000 sequencing; Single-cell RNA-seq reveal lineage formation and X-chromosome dosage compensation in human preimplantation embryos	Single-cell RNA-seq reveal lineage formation and X-chromosome dosage compensation in human preimplantation embryos	E-MTAB-3929	E-MTAB-3929:E7.9.538	E-MTAB-3929:E7.9.538	256313871	80b88c60d8fb5055e5455cf52e65e174	ftp.sra.ebi.ac.uk/vol1/fastq/ERR104/009/ERR1042839/ERR1042839.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR104/009/ERR1042839/ERR1042839.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR104/009/ERR1042839/ERR1042839.fastq.gz	231644523	06772af67db016793b932d8779f86b77	ftp.sra.ebi.ac.uk/vol1/run/ERR104/ERR1042839/E7.9.538.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR104/ERR1042839/E7.9.538.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR104/ERR1042839/E7.9.538.fastq.gz	FASTQ	302228138	86b418edd4424045177eb752a950d37c	ftp.sra.ebi.ac.uk/vol1/err/ERR104/009/ERR1042839	fasp.sra.ebi.ac.uk:/vol1/err/ERR104/009/ERR1042839	ftp.sra.ebi.ac.uk/vol1/err/ERR104/009/ERR1042839				E-MTAB-3929:E7.9.538	ArrayExpress	E7.9.538		2015-10-02
PRJEB11202	ERP012552	SAMEA3582211	ERS889360	ERX1122322	ERR1042840	ERA510323	9606	Homo sapiens	ILLUMINA	Illumina HiSeq 2000	E7.9.539		SINGLE	RNA-Seq	TRANSCRIPTOMIC	RANDOM	9948789	427797927	Department of Cell and Molecular Biology, Karolinska Institutet	2016-04-06	2018-11-16	Illumina HiSeq 2000 sequencing; Single-cell RNA-seq reveal lineage formation and X-chromosome dosage compensation in human preimplantation embryos	Single-cell RNA-seq reveal lineage formation and X-chromosome dosage compensation in human preimplantation embryos	E-MTAB-3929	E-MTAB-3929:E7.9.539	E-MTAB-3929:E7.9.539	392225680	92e8b6517fb4613cb55c44d6b58237cb	ftp.sra.ebi.ac.uk/vol1/fastq/ERR104/000/ERR1042840/ERR1042840.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR104/000/ERR1042840/ERR1042840.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR104/000/ERR1042840/ERR1042840.fastq.gz	351406991	98f210107894917206aad5bd4e1e9309	ftp.sra.ebi.ac.uk/vol1/run/ERR104/ERR1042840/E7.9.539.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR104/ERR1042840/E7.9.539.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR104/ERR1042840/E7.9.539.fastq.gz	FASTQ	479045701	84272bb14ee2f229538b2277e0a63b94	ftp.sra.ebi.ac.uk/vol1/err/ERR104/000/ERR1042840	fasp.sra.ebi.ac.uk:/vol1/err/ERR104/000/ERR1042840	ftp.sra.ebi.ac.uk/vol1/err/ERR104/000/ERR1042840				E-MTAB-3929:E7.9.539	ArrayExpress	E7.9.539		2015-10-02
PRJEB11202	ERP012552	SAMEA3582212	ERS889361	ERX1122323	ERR1042841	ERA510323	9606	Homo sapiens	ILLUMINA	Illumina HiSeq 2000	E7.9.540		SINGLE	RNA-Seq	TRANSCRIPTOMIC	RANDOM	9085414	390672802	Department of Cell and Molecular Biology, Karolinska Institutet	2016-04-06	2018-11-16	Illumina HiSeq 2000 sequencing; Single-cell RNA-seq reveal lineage formation and X-chromosome dosage compensation in human preimplantation embryos	Single-cell RNA-seq reveal lineage formation and X-chromosome dosage compensation in human preimplantation embryos	E-MTAB-3929	E-MTAB-3929:E7.9.540	E-MTAB-3929:E7.9.540	367092157	369fd093886e383ff9feb9812f358b90	ftp.sra.ebi.ac.uk/vol1/fastq/ERR104/001/ERR1042841/ERR1042841.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR104/001/ERR1042841/ERR1042841.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR104/001/ERR1042841/ERR1042841.fastq.gz	330549456	fb2d6a1dd88dd12177aa44f9f33dcf2b	ftp.sra.ebi.ac.uk/vol1/run/ERR104/ERR1042841/E7.9.540.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR104/ERR1042841/E7.9.540.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR104/ERR1042841/E7.9.540.fastq.gz	FASTQ	440207408	198aa211834da0b9caf7abdf7e2ae44f	ftp.sra.ebi.ac.uk/vol1/err/ERR104/001/ERR1042841	fasp.sra.ebi.ac.uk:/vol1/err/ERR104/001/ERR1042841	ftp.sra.ebi.ac.uk/vol1/err/ERR104/001/ERR1042841				E-MTAB-3929:E7.9.540	ArrayExpress	E7.9.540		2015-10-02
PRJEB11202	ERP012552	SAMEA3582213	ERS889362	ERX1122324	ERR1042842	ERA510323	9606	Homo sapiens	ILLUMINA	Illumina HiSeq 2000	E7.9.541		SINGLE	RNA-Seq	TRANSCRIPTOMIC	RANDOM	9598142	412720106	Department of Cell and Molecular Biology, Karolinska Institutet	2016-04-06	2018-11-16	Illumina HiSeq 2000 sequencing; Single-cell RNA-seq reveal lineage formation and X-chromosome dosage compensation in human preimplantation embryos	Single-cell RNA-seq reveal lineage formation and X-chromosome dosage compensation in human preimplantation embryos	E-MTAB-3929	E-MTAB-3929:E7.9.541	E-MTAB-3929:E7.9.541	385842591	8e32dcaf84dafabd3ce03558107b4929	ftp.sra.ebi.ac.uk/vol1/fastq/ERR104/002/ERR1042842/ERR1042842.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR104/002/ERR1042842/ERR1042842.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR104/002/ERR1042842/ERR1042842.fastq.gz	347290376	25316c3bf00032d4477874978ecf5336	ftp.sra.ebi.ac.uk/vol1/run/ERR104/ERR1042842/E7.9.541.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR104/ERR1042842/E7.9.541.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR104/ERR1042842/E7.9.541.fastq.gz	FASTQ	460295291	e99b66828a34b156c66d921b00e2a90e	ftp.sra.ebi.ac.uk/vol1/err/ERR104/002/ERR1042842	fasp.sra.ebi.ac.uk:/vol1/err/ERR104/002/ERR1042842	ftp.sra.ebi.ac.uk/vol1/err/ERR104/002/ERR1042842				E-MTAB-3929:E7.9.541	ArrayExpress	E7.9.541		2015-10-02
PRJEB11202	ERP012552	SAMEA3582214	ERS889363	ERX1122325	ERR1042843	ERA510323	9606	Homo sapiens	ILLUMINA	Illumina HiSeq 2000	E7.9.542		SINGLE	RNA-Seq	TRANSCRIPTOMIC	RANDOM	10293463	442618909	Department of Cell and Molecular Biology, Karolinska Institutet	2016-04-06	2018-11-16	Illumina HiSeq 2000 sequencing; Single-cell RNA-seq reveal lineage formation and X-chromosome dosage compensation in human preimplantation embryos	Single-cell RNA-seq reveal lineage formation and X-chromosome dosage compensation in human preimplantation embryos	E-MTAB-3929	E-MTAB-3929:E7.9.542	E-MTAB-3929:E7.9.542	415304953	d7093d477a6b02b7c8a0bd60ff754256	ftp.sra.ebi.ac.uk/vol1/fastq/ERR104/003/ERR1042843/ERR1042843.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR104/003/ERR1042843/ERR1042843.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR104/003/ERR1042843/ERR1042843.fastq.gz	374010440	62ef8f5cc094c31abb6e666a3031b016	ftp.sra.ebi.ac.uk/vol1/run/ERR104/ERR1042843/E7.9.542.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR104/ERR1042843/E7.9.542.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR104/ERR1042843/E7.9.542.fastq.gz	FASTQ	494292347	66764064d1b786ace94e9522436bde55	ftp.sra.ebi.ac.uk/vol1/err/ERR104/003/ERR1042843	fasp.sra.ebi.ac.uk:/vol1/err/ERR104/003/ERR1042843	ftp.sra.ebi.ac.uk/vol1/err/ERR104/003/ERR1042843				E-MTAB-3929:E7.9.542	ArrayExpress	E7.9.542		2015-10-02
PRJEB11202	ERP012552	SAMEA3582215	ERS889364	ERX1122326	ERR1042844	ERA510323	9606	Homo sapiens	ILLUMINA	Illumina HiSeq 2000	E7.9.543		SINGLE	RNA-Seq	TRANSCRIPTOMIC	RANDOM	7923122	340694246	Department of Cell and Molecular Biology, Karolinska Institutet	2016-04-06	2018-11-16	Illumina HiSeq 2000 sequencing; Single-cell RNA-seq reveal lineage formation and X-chromosome dosage compensation in human preimplantation embryos	Single-cell RNA-seq reveal lineage formation and X-chromosome dosage compensation in human preimplantation embryos	E-MTAB-3929	E-MTAB-3929:E7.9.543	E-MTAB-3929:E7.9.543	316365988	89dc735679e4d2f0ea6c043174370cc8	ftp.sra.ebi.ac.uk/vol1/fastq/ERR104/004/ERR1042844/ERR1042844.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR104/004/ERR1042844/ERR1042844.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR104/004/ERR1042844/ERR1042844.fastq.gz	284690222	6d7492695ccb813df0edaa984727f34a	ftp.sra.ebi.ac.uk/vol1/run/ERR104/ERR1042844/E7.9.543.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR104/ERR1042844/E7.9.543.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR104/ERR1042844/E7.9.543.fastq.gz	FASTQ	380467490	1e7da5d1154bd82724a7d5ae5b835987	ftp.sra.ebi.ac.uk/vol1/err/ERR104/004/ERR1042844	fasp.sra.ebi.ac.uk:/vol1/err/ERR104/004/ERR1042844	ftp.sra.ebi.ac.uk/vol1/err/ERR104/004/ERR1042844				E-MTAB-3929:E7.9.543	ArrayExpress	E7.9.543		2015-10-02
PRJEB11202	ERP012552	SAMEA3582216	ERS889365	ERX1122327	ERR1042845	ERA510323	9606	Homo sapiens	ILLUMINA	Illumina HiSeq 2000	E7.9.544		SINGLE	RNA-Seq	TRANSCRIPTOMIC	RANDOM	10141130	436068590	Department of Cell and Molecular Biology, Karolinska Institutet	2016-04-06	2018-11-16	Illumina HiSeq 2000 sequencing; Single-cell RNA-seq reveal lineage formation and X-chromosome dosage compensation in human preimplantation embryos	Single-cell RNA-seq reveal lineage formation and X-chromosome dosage compensation in human preimplantation embryos	E-MTAB-3929	E-MTAB-3929:E7.9.544	E-MTAB-3929:E7.9.544	401650559	46427a6dca710b1d687ef0f5ca864b39	ftp.sra.ebi.ac.uk/vol1/fastq/ERR104/005/ERR1042845/ERR1042845.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR104/005/ERR1042845/ERR1042845.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR104/005/ERR1042845/ERR1042845.fastq.gz	360788212	67c6cd4315eb5ccbc3263fbd90a24ac6	ftp.sra.ebi.ac.uk/vol1/run/ERR104/ERR1042845/E7.9.544.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR104/ERR1042845/E7.9.544.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR104/ERR1042845/E7.9.544.fastq.gz	FASTQ	486213396	4ce48f29e67d34c0d1bfed3eec4c05de	ftp.sra.ebi.ac.uk/vol1/err/ERR104/005/ERR1042845	fasp.sra.ebi.ac.uk:/vol1/err/ERR104/005/ERR1042845	ftp.sra.ebi.ac.uk/vol1/err/ERR104/005/ERR1042845				E-MTAB-3929:E7.9.544	ArrayExpress	E7.9.544		2015-10-02
PRJEB11202	ERP012552	SAMEA3582217	ERS889366	ERX1122328	ERR1042846	ERA510323	9606	Homo sapiens	ILLUMINA	Illumina HiSeq 2000	E7.9.545		SINGLE	RNA-Seq	TRANSCRIPTOMIC	RANDOM	9510846	408966378	Department of Cell and Molecular Biology, Karolinska Institutet	2016-04-06	2018-11-16	Illumina HiSeq 2000 sequencing; Single-cell RNA-seq reveal lineage formation and X-chromosome dosage compensation in human preimplantation embryos	Single-cell RNA-seq reveal lineage formation and X-chromosome dosage compensation in human preimplantation embryos	E-MTAB-3929	E-MTAB-3929:E7.9.545	E-MTAB-3929:E7.9.545	380223318	7df677472e34f79e8a4cb41795fa62e7	ftp.sra.ebi.ac.uk/vol1/fastq/ERR104/006/ERR1042846/ERR1042846.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR104/006/ERR1042846/ERR1042846.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR104/006/ERR1042846/ERR1042846.fastq.gz	341988811	51e5be46729c4ce11148ee8cdac9cdb6	ftp.sra.ebi.ac.uk/vol1/run/ERR104/ERR1042846/E7.9.545.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR104/ERR1042846/E7.9.545.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR104/ERR1042846/E7.9.545.fastq.gz	FASTQ	455580998	7f7c50184d022b663e737597563576ab	ftp.sra.ebi.ac.uk/vol1/err/ERR104/006/ERR1042846	fasp.sra.ebi.ac.uk:/vol1/err/ERR104/006/ERR1042846	ftp.sra.ebi.ac.uk/vol1/err/ERR104/006/ERR1042846				E-MTAB-3929:E7.9.545	ArrayExpress	E7.9.545		2015-10-02
PRJEB11202	ERP012552	SAMEA3582218	ERS889367	ERX1122329	ERR1042847	ERA510323	9606	Homo sapiens	ILLUMINA	Illumina HiSeq 2000	E7.9.546		SINGLE	RNA-Seq	TRANSCRIPTOMIC	RANDOM	10243505	440470715	Department of Cell and Molecular Biology, Karolinska Institutet	2016-04-06	2018-11-16	Illumina HiSeq 2000 sequencing; Single-cell RNA-seq reveal lineage formation and X-chromosome dosage compensation in human preimplantation embryos	Single-cell RNA-seq reveal lineage formation and X-chromosome dosage compensation in human preimplantation embryos	E-MTAB-3929	E-MTAB-3929:E7.9.546	E-MTAB-3929:E7.9.546	399826246	3289ff8d99d7440ad1df9f6e0bf84b1a	ftp.sra.ebi.ac.uk/vol1/fastq/ERR104/007/ERR1042847/ERR1042847.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR104/007/ERR1042847/ERR1042847.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR104/007/ERR1042847/ERR1042847.fastq.gz	358147399	031560479cd477cf3bd3da55f0b23e0a	ftp.sra.ebi.ac.uk/vol1/run/ERR104/ERR1042847/E7.9.546.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR104/ERR1042847/E7.9.546.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR104/ERR1042847/E7.9.546.fastq.gz	FASTQ	492037060	1706bbd210c05cf3507fac32bc381ec3	ftp.sra.ebi.ac.uk/vol1/err/ERR104/007/ERR1042847	fasp.sra.ebi.ac.uk:/vol1/err/ERR104/007/ERR1042847	ftp.sra.ebi.ac.uk/vol1/err/ERR104/007/ERR1042847				E-MTAB-3929:E7.9.546	ArrayExpress	E7.9.546		2015-10-02
PRJEB11202	ERP012552	SAMEA3582219	ERS889368	ERX1122330	ERR1042848	ERA510323	9606	Homo sapiens	ILLUMINA	Illumina HiSeq 2000	E7.9.547		SINGLE	RNA-Seq	TRANSCRIPTOMIC	RANDOM	10176327	437582061	Department of Cell and Molecular Biology, Karolinska Institutet	2016-04-06	2018-11-16	Illumina HiSeq 2000 sequencing; Single-cell RNA-seq reveal lineage formation and X-chromosome dosage compensation in human preimplantation embryos	Single-cell RNA-seq reveal lineage formation and X-chromosome dosage compensation in human preimplantation embryos	E-MTAB-3929	E-MTAB-3929:E7.9.547	E-MTAB-3929:E7.9.547	402302357	705018dc38614d0fb57ea54eb09af544	ftp.sra.ebi.ac.uk/vol1/fastq/ERR104/008/ERR1042848/ERR1042848.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR104/008/ERR1042848/ERR1042848.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR104/008/ERR1042848/ERR1042848.fastq.gz	361077965	4b7bc620978caeeb43747877f4743c72	ftp.sra.ebi.ac.uk/vol1/run/ERR104/ERR1042848/E7.9.547.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR104/ERR1042848/E7.9.547.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR104/ERR1042848/E7.9.547.fastq.gz	FASTQ	487223488	5fa3901b4f40a65049e583ed5ef360b4	ftp.sra.ebi.ac.uk/vol1/err/ERR104/008/ERR1042848	fasp.sra.ebi.ac.uk:/vol1/err/ERR104/008/ERR1042848	ftp.sra.ebi.ac.uk/vol1/err/ERR104/008/ERR1042848				E-MTAB-3929:E7.9.547	ArrayExpress	E7.9.547		2015-10-02
PRJEB11202	ERP012552	SAMEA3582220	ERS889369	ERX1122331	ERR1042849	ERA510323	9606	Homo sapiens	ILLUMINA	Illumina HiSeq 2000	E7.9.548		SINGLE	RNA-Seq	TRANSCRIPTOMIC	RANDOM	8333339	358333577	Department of Cell and Molecular Biology, Karolinska Institutet	2016-04-06	2018-11-16	Illumina HiSeq 2000 sequencing; Single-cell RNA-seq reveal lineage formation and X-chromosome dosage compensation in human preimplantation embryos	Single-cell RNA-seq reveal lineage formation and X-chromosome dosage compensation in human preimplantation embryos	E-MTAB-3929	E-MTAB-3929:E7.9.548	E-MTAB-3929:E7.9.548	333379628	b8b99ef43c05256aa7a05f9bd3cd998a	ftp.sra.ebi.ac.uk/vol1/fastq/ERR104/009/ERR1042849/ERR1042849.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR104/009/ERR1042849/ERR1042849.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR104/009/ERR1042849/ERR1042849.fastq.gz	299901900	20522688c4508b314bb96c8968a73d54	ftp.sra.ebi.ac.uk/vol1/run/ERR104/ERR1042849/E7.9.548.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR104/ERR1042849/E7.9.548.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR104/ERR1042849/E7.9.548.fastq.gz	FASTQ	398741958	1a76d639f5a20d43635d26ef89ee9ae7	ftp.sra.ebi.ac.uk/vol1/err/ERR104/009/ERR1042849	fasp.sra.ebi.ac.uk:/vol1/err/ERR104/009/ERR1042849	ftp.sra.ebi.ac.uk/vol1/err/ERR104/009/ERR1042849				E-MTAB-3929:E7.9.548	ArrayExpress	E7.9.548		2015-10-02
PRJEB11202	ERP012552	SAMEA3582221	ERS889370	ERX1122332	ERR1042850	ERA510323	9606	Homo sapiens	ILLUMINA	Illumina HiSeq 2000	E7.9.549		SINGLE	RNA-Seq	TRANSCRIPTOMIC	RANDOM	7773604	334264972	Department of Cell and Molecular Biology, Karolinska Institutet	2016-04-06	2018-11-16	Illumina HiSeq 2000 sequencing; Single-cell RNA-seq reveal lineage formation and X-chromosome dosage compensation in human preimplantation embryos	Single-cell RNA-seq reveal lineage formation and X-chromosome dosage compensation in human preimplantation embryos	E-MTAB-3929	E-MTAB-3929:E7.9.549	E-MTAB-3929:E7.9.549	308006901	1b13b023a5416c94f994eb75c0eb4cfe	ftp.sra.ebi.ac.uk/vol1/fastq/ERR104/000/ERR1042850/ERR1042850.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR104/000/ERR1042850/ERR1042850.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR104/000/ERR1042850/ERR1042850.fastq.gz	276760422	cdb152736cc58cd28d20ea5fb2c953ee	ftp.sra.ebi.ac.uk/vol1/run/ERR104/ERR1042850/E7.9.549.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR104/ERR1042850/E7.9.549.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR104/ERR1042850/E7.9.549.fastq.gz	FASTQ	370886588	6621f21c90e14ae0c754398f8835bccd	ftp.sra.ebi.ac.uk/vol1/err/ERR104/000/ERR1042850	fasp.sra.ebi.ac.uk:/vol1/err/ERR104/000/ERR1042850	ftp.sra.ebi.ac.uk/vol1/err/ERR104/000/ERR1042850				E-MTAB-3929:E7.9.549	ArrayExpress	E7.9.549		2015-10-02
PRJEB11202	ERP012552	SAMEA3582222	ERS889371	ERX1122333	ERR1042851	ERA510323	9606	Homo sapiens	ILLUMINA	Illumina HiSeq 2000	E7.9.550		SINGLE	RNA-Seq	TRANSCRIPTOMIC	RANDOM	8201645	352670735	Department of Cell and Molecular Biology, Karolinska Institutet	2016-04-06	2018-11-16	Illumina HiSeq 2000 sequencing; Single-cell RNA-seq reveal lineage formation and X-chromosome dosage compensation in human preimplantation embryos	Single-cell RNA-seq reveal lineage formation and X-chromosome dosage compensation in human preimplantation embryos	E-MTAB-3929	E-MTAB-3929:E7.9.550	E-MTAB-3929:E7.9.550	324494063	c8dbd6cb74a35983fc13cd85ee6560ca	ftp.sra.ebi.ac.uk/vol1/fastq/ERR104/001/ERR1042851/ERR1042851.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR104/001/ERR1042851/ERR1042851.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR104/001/ERR1042851/ERR1042851.fastq.gz	291404459	2a6ca31e66e58868d340284079c8aee5	ftp.sra.ebi.ac.uk/vol1/run/ERR104/ERR1042851/E7.9.550.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR104/ERR1042851/E7.9.550.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR104/ERR1042851/E7.9.550.fastq.gz	FASTQ	392344433	3dde373bb8674bcbd0f88afb76f7b659	ftp.sra.ebi.ac.uk/vol1/err/ERR104/001/ERR1042851	fasp.sra.ebi.ac.uk:/vol1/err/ERR104/001/ERR1042851	ftp.sra.ebi.ac.uk/vol1/err/ERR104/001/ERR1042851				E-MTAB-3929:E7.9.550	ArrayExpress	E7.9.550		2015-10-02
PRJEB11202	ERP012552	SAMEA3582223	ERS889372	ERX1122334	ERR1042852	ERA510323	9606	Homo sapiens	ILLUMINA	Illumina HiSeq 2000	E7.9.551		SINGLE	RNA-Seq	TRANSCRIPTOMIC	RANDOM	8315773	357578239	Department of Cell and Molecular Biology, Karolinska Institutet	2016-04-06	2018-11-16	Illumina HiSeq 2000 sequencing; Single-cell RNA-seq reveal lineage formation and X-chromosome dosage compensation in human preimplantation embryos	Single-cell RNA-seq reveal lineage formation and X-chromosome dosage compensation in human preimplantation embryos	E-MTAB-3929	E-MTAB-3929:E7.9.551	E-MTAB-3929:E7.9.551	332384959	bc039e29778ffd8faa5fb8f0a744e55d	ftp.sra.ebi.ac.uk/vol1/fastq/ERR104/002/ERR1042852/ERR1042852.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR104/002/ERR1042852/ERR1042852.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR104/002/ERR1042852/ERR1042852.fastq.gz	298957560	9e0ab8e672e1450371504fd580fff399	ftp.sra.ebi.ac.uk/vol1/run/ERR104/ERR1042852/E7.9.551.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR104/ERR1042852/E7.9.551.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR104/ERR1042852/E7.9.551.fastq.gz	FASTQ	397267717	8efb0b3d42af31880f72fba42e9bade9	ftp.sra.ebi.ac.uk/vol1/err/ERR104/002/ERR1042852	fasp.sra.ebi.ac.uk:/vol1/err/ERR104/002/ERR1042852	ftp.sra.ebi.ac.uk/vol1/err/ERR104/002/ERR1042852				E-MTAB-3929:E7.9.551	ArrayExpress	E7.9.551		2015-10-02
